News,Date
NSE Weekly Turnover Declines to KSh3.4 Billion,"SEPTEMBER 28, 2020"
NSE Turnover Drops to KSh 502.5 Million,"SEPTEMBER 25, 2020"
Turnover at the NSE rises to KSh 1.44 Billion,"SEPTEMBER 24, 2020"
Turnover at NSE edges slightly to KSh 685.81 Million,"SEPTEMBER 23, 2020"
NSE Turnover Rises to KSh 607 Million,"SEPTEMBER 22, 2020"
Turnover at NSE Halves to KSh 204.4 Million,"SEPTEMBER 29, 2020"
Weekly Turnover at NSE Doubles to KSh5 Billion,"SEPTEMBER 19, 2020"
Turnover at NSE Drops to KSh 453 Million,"SEPTEMBER 18, 2020"
NSE Turnover Climbs to KSh 3.8 Billion,"SEPTEMBER 17, 2020"
NSE Turnover Jumps to KSh 550.65 Million,"SEPTEMBER 16, 2020"
KOKO Networks Rolls out Clean Fuel ATMs in Nairobi,"SEPTEMBER 16, 2020"
Turnover at the NSE Rebounds to KSh 303.1 Million,"SEPTEMBER 16, 2020"
Kenya’s Stock Market Records Lowest Daily Turnover in 2020,"SEPTEMBER 14, 2020"
Visa Appoints Eva Ngigi as Kenya Country Director,"SEPTEMBER 10, 2020"
NSE Turnover Declines to KSh 143.4 Million,"SEPTEMBER 9, 2020"
Absa Dominates Trading at NSE,"SEPTEMBER 9, 2020"
HEVA Launches Additional Growth Funds for Creatives,"SEPTEMBER 8, 2020"
Turnover at NSE Jumps to KSh 501.49 Million,"SEPTEMBER 7, 2020"
Subscriber disruptions in overnight M-PESA upgrade,"SEPTEMBER 4, 2020"
Kenya Reinsurance Dominates Activity at NSE as Week Closes,"SEPTEMBER 7, 2020"
Turnover at NSE Plunges to KSh 269 Million,"SEPTEMBER 3, 2020"
"Agnes Gathaiya, New Director for Google East Africa","SEPTEMBER 3, 2020"
NSE Turnover Increases Fourfold,"SEPTEMBER 2, 2020"
NSE Turnover Retreats to KSh 254.7 Million,"SEPTEMBER 2, 2020"
All Set For the Africa Regional Leading Women in Banking e-Conference,"SEPTEMBER 1, 2020"
Turnover at the NSE hits KSh 1.2 Billion,"SEPTEMBER 2, 2020"
Kenya & Nigeria Lead as Bitcoin Trading Volumes Hit All-Time High in Africa,"AUGUST 31, 2020"
Earnings Season Lifts NSE Weekly Turnover to KSh 2.75 Billion,"AUGUST 31, 2020"
Turnover Rises to KSh 670.97 Million as Bourse closes on Friday,"AUGUST 31, 2020"
Turnover at NSE Inches to KSh 495.2 Million,"AUGUST 31, 2020"
NSE turnover slides to KSh 474.9 Million,"AUGUST 31, 2020"
NSE Daily Turnover Trebles to KSh 854.5 Million,"SEPTEMBER 2, 2020"
Turnover at NSE Declines to KSh 260.89 Million,"AUGUST 26, 2020"
WorkPay Raises $2.1 Million Seed Capital,"AUGUST 26, 2020"
Airtel &MoneyGram Partner for Global Money Transfers,"AUGUST 26, 2020"
Banks Dominate NSE as Weekly Turnover Hits KSh1.9 Billion,"AUGUST 26, 2020"
NSE Turnover Rises Sharply to KSh 707.58 Million,"AUGUST 26, 2020"
NSE Turnover Declines by 47% to KSh 204.4 Million,"AUGUST 21, 2020"
Stanbic and Jubilee Holdings Included in NSE 20 and NSE 25 Share Indices,"AUGUST 21, 2020"
The 2020 FiRe Awards Officially Kick-Off,"AUGUST 26, 2020"
Kenya Shilling Hits a Low of 108.55 Against the US Dollar,"AUGUST 21, 2020"
NSE Turnover Rises to KSh 386.66 Million,"AUGUST 19, 2020"
"NSE Share Index Down, Turnover Hits KSh 347.3 Million","AUGUST 18, 2020"
"Rebecca Miano, James Mwangi, & Lee Kinyanjui Named Winners of the African Business Leadership Awards 2020","AUGUST 18, 2020"
NSE Turnover Declines to KSh 266 Million,"AUGUST 19, 2020"
Kenya Stock Market Weekly Turnover drops to KSh 1.7 Billion,"AUGUST 19, 2020"
Turnover at NSE Rises to KSh 353 Million,"AUGUST 19, 2020"
Turnover at NSE Slides to KSh 198.2 Million.,"AUGUST 13, 2020"
NSE Turnover Declines to KSh 266 Million,"AUGUST 13, 2020"
NSE Turnover Declines to KSh 356 Million,"AUGUST 11, 2020"
NSE Equity Market Turnover Hits KSh 482 Million,"AUGUST 10, 2020"
"Virtual Conference to Host Africa’s Leading Women in Finance, Pushing for Gender Inclusivity in Leadership","OCTOBER 19, 2020"
Airtel to Keep Growing Despite Cancelled Merger Plans – Citi Analysts,"AUGUST 10, 2020"
"Pesalink Appoints Jack Ngare, 3 Others to their Board","AUGUST 5, 2020"
Value of Mobile Money Transactions Increase in H1 2020,"AUGUST 4, 2020"
Kenya’s Benchmark Stock Market Index Hits 17 Year Low,"AUGUST 3, 2020"
Half-year earnings to influence activities at NSE,"AUGUST 3, 2020"
Ethiopia’s Telecom Reports a 31% Revenue Jump,"JULY 31, 2020"
NSE Turnover Rises to KSh 427 Million,"JULY 31, 2020"
NSE Turnover Declines 38% to KSh 327 Million,"JULY 28, 2020"
Citi Rates Airtel Stock as High Risk Despite Strong Q1 Earnings Growth,"JULY 28, 2020"
Global Markets This Week,"JULY 27, 2020"
Kenya’s Stock Market Among World’s Worst Performers in Dollar Terms,"JULY 27, 2020"
Kenya Power Customers to Pay Bills using Bonga Points,"JULY 24, 2020"
Vodacom’s 1st Quarter Revenues up 7.6%,"JULY 24, 2020"
NSE Turnover Dips 58% to KSh 446 Million,"JULY 23, 2020"
NSE Turnover Surpasses KSh 1 Billion,"JULY 22, 2020"
NSE Equity Turnover Rises 85% to KSh 1.01 Billion,"JULY 21, 2020"
Vodacom and Alipay Partner to Bring Super app in South Africa,"JULY 21, 2020"
NSE Turnover Rises Slightly to KSh 548 Million,"JULY 20, 2020"
NSE Market Turnover Rises to KSh 924 Million,"JULY 16, 2020"
Dr. Dorcas Muthoni Joins HFC Board,"JULY 16, 2020"
Lipa na Mpesa B2B Transactions Hit KSh 878 Billion,"JULY 9, 2020"
Market Turnover Rises to KSh 553.5 Million,"JULY 6, 2020"
NSE Turnover Declines 47% to KSh 151 Million,"JULY 4, 2020"
Mpesa Scheduled Maintenance Tonight,"JULY 2, 2020"
Market Turnover Rises 34% to KSh 480 Million,"JULY 2, 2020"
"IFC, Shelter Afrique, Join Kenya Mortgage Refinance Company Board","JULY 2, 2020"
NSE Turnover rises 42% to Ksh. 359.07 Million,"JUNE 30, 2020"
NSE Turnover Declines 28% to KSh 253 Million,"JUNE 29, 2020"
Daily Markets Report,"JUNE 25, 2020"
NSE Turnover up 186% to KSh 1.1 Billion,"JUNE 25, 2020"
NSE Turnover Falls 78% to KSh 202.8 Million,"JUNE 23, 2020"
Anxiety as Free Mobile Money Transfer Period Nearly Ends,"JUNE 23, 2020"
NSE Turnover Rises 83% to KSh936 Million,"JUNE 20, 2020"
Amazon Announces 3000 Jobs in South Africa,"JUNE 20, 2020"
CMA Warns About Dominant Firms at The NSE,"JUNE 19, 2020"
Turnover Rises by 23% to KSh 511.8 Million,"JUNE 19, 2020"
US Allows Companies to Work with Huawei on 5G Standards,"JUNE 18, 2020"
Value of Trades at NSE Slides to KSh 414 Million,"JUNE 18, 2020"
Mpesa to Have Scheduled Maintenance,"JUNE 17, 2020"
NSE Market Turnover Falls 46.6% to KSh 473 Million,"JUNE 17, 2020"
NSE Turnover Slides to KSh 888.3 Million,"JUNE 16, 2020"
NSE Issues New Initial Margin Requirements For Equity Futures,"JUNE 15, 2020"
NSE Market Turnover Dips by 50%,"JUNE 13, 2020"
Turnover at NSE Rises 46.7% to KSh716 Million,"JUNE 11, 2020"
Nation Media Stock Hits All Time Low,"JUNE 10, 2020"
Foreign Investor Participation at NSE Increases to 66.2%,"JUNE 9, 2020"
Eveready’s Half Year Revenues Dipped 30% to KSh74.3M,"JUNE 4, 2020"
NTSA Seeks to Introduce Cashless Payments in Matatus,"JUNE 3, 2020"
Western Union Offers to Acquire MoneyGram,"JUNE 3, 2020"
NSE Turnover Declines 20% to KSh 392 Million,"MAY 29, 2020"
Market Turnover at NSE Declines 17% to KSh 490.7 Million,"MAY 28, 2020"
Turnover at NSE Hits 635.1 Million,"MAY 24, 2020"
Sanda Ojiambo Appointed UN Global Compact Executive Director,"MAY 23, 2020"
Ethiopia Invites Foreign Firms into its Telecommunication Industry,"MAY 25, 2020"
South Africa Dominates List of Largest Companies in Africa,"MAY 21, 2020"
NSE Turnover Rises to KSh584 Million,"MAY 20, 2020"
Trading Activity at NSE Moves Up,"MAY 16, 2020"
Banks Dominate as Turnover at NSE Slides to KSh 439 Million,"MAY 15, 2020"
KCB Group to hold virtual AGM,"MAY 18, 2020"
NSE Turnover Drops to KSh 630 Million,"MAY 14, 2020"
Vodacom Outperforms it Sub-Sahara Telco Peers,"MAY 14, 2020"
Vodacom Full Year Earnings Rise 8.9%,"MAY 11, 2020"
Facebook Appoints Kenyan activist Maina Kiai to its Content Oversight Board,"MAY 9, 2020"
"Volume, turnover and deals decline as NSE closes the week","MAY 8, 2020"
Mpesa Suffers an Outage,"MAY 7, 2020"
NSE Market Report 07/05/2020,"MAY 8, 2020"
Vodacom Launches 5G Network in South Africa,"MAY 5, 2020"
Banks Dominate Trading Activity at NSE,"MAY 4, 2020"
Foreign investors take out KSh 11.7 billion from NSE in Q1 2020,"APRIL 29, 2020"
The Goose that Laid the Golden Eggs,"APRIL 26, 2020"
Creating a Personal COVID-19 Emergency Fund,"APRIL 25, 2020"
COVID-19 Offers a Silver Lining for Telcos,"APRIL 21, 2020"
Shilling under pressure from major currencies,"APRIL 19, 2020"
Virus Accelerates Demand for Tech-Enabled Services in Kenya,"APRIL 20, 2020"
Co-op Share Up 6.4% After Dividend Announcement,"APRIL 16, 2020"
Vodacom Cuts Data Prices by Up to 40%,"APRIL 3, 2020"
Budgeting As a Self-Awareness Tool,"APRIL 2, 2020"
How to Access your Remittances during a Global Pandemic,"APRIL 5, 2020"
Ethiopia Opens Mobile Money Services to Telecoms,"APRIL 2, 2020"
Zuku Reclaims Top Spot in Fixed Internet Market,"APRIL 2, 2020"
M-PESA Commands 99.6 Percent of Value of Mobile Money Deposits,"APRIL 2, 2020"
EABL Appoints New Company Secretary,"MARCH 31, 2020"
KCB-MPesa Users to Access KSh 30 Billion Kitty,"MARCH 23, 2020"
NSE Issues New Initial Margin Requirements,"MARCH 20, 2020"
NSE Turnover on Tuesday Fell by 73%,"MARCH 18, 2020"
Anti-Money Laundering Rules Stay in Place,"MARCH 17, 2020"
Airtel Removes Transaction Fees on all Mobile Money Transfers,"MARCH 17, 2020"
Tuskys Partners with Sendy to Offer Home Deliveries,"MARCH 17, 2020"
Kenyan Stocks Plunge on Corona Virus Announcement,"MARCH 13, 2020"
Kenya Market Wrap – Kenyan Stocks Hit Historic Lows,"MARCH 11, 2020"
Kenya Market Wrap: Home Africa Gains as Stanbic Holdings Dips,"MARCH 11, 2020"
Amazon to Sell Cashierless System to Other Retailers,"MARCH 10, 2020"
Government Issues Temporary Ban on International Events,"MARCH 7, 2020"
NSE Wobbles As Coronavirus Causes Investor Flight,"MARCH 1, 2020"
A slump in activity persists at NSE,"FEBRUARY 25, 2020"
Investing In Stocks: The Power of Visionary Leadership,"FEBRUARY 25, 2020"
Kenyan Court Rules Against Kenicoin cryptocurrency,"SEPTEMBER 29, 2020"
Kenya’s Stock Market Activity Up Ahead of Earnings Season,"FEBRUARY 10, 2020"
CMA Upgrades Surveillance System,"FEBRUARY 9, 2020"
Insurers Blacklist Nairobi Women’s Hospital Over Costs Inflation,"FEBRUARY 6, 2020"
Harambee SACCO Delays Assets Sale,"FEBRUARY 7, 2020"
Vodacom Set to Launch 5G in South Africa,"FEBRUARY 5, 2020"
IFC-Backed HHL Buys Controlling Stake in AAR Healthcare,"FEBRUARY 5, 2020"
Depressed Activity at NSE as Rally Ends,"FEBRUARY 4, 2020"
Sendy Raises $20 Million in Series B Funding,"JANUARY 29, 2020"
Ethiopia Lays Out Corporates’ Privatization Plan,"JANUARY 27, 2020"
NCBA Investment Arm Sees Banking Stocks Dominate Activity at NSE,"JANUARY 27, 2020"
Jubilee Holdings Lays off 52 Workers,"JANUARY 24, 2020"
CS Adan Mohamed Proposes Law to Protect Minority Shareholders,"JANUARY 24, 2020"
Kenya-Djibouti Sea Cable Installation Starts,"JANUARY 23, 2020"
M-pesa Partners with Ria Money Transfer network,"JANUARY 21, 2020"
"Mpesa Tripple Pay of Accessibility, Simplicity and Convenience","JANUARY 20, 2020"
Activity ups at NSE as holiday season ends,"JANUARY 11, 2020"
Former NSE CEO Mwebesa Appointed CDSC CEO,"JANUARY 9, 2020"
Telcos Price Wars to Continue into 2020,"JANUARY 9, 2020"
NSE Turnover Triples to KSh 640 Million,"JANUARY 7, 2020"
Banking Stocks Boost Trading at NSE,"JANUARY 7, 2020"
Kenya’s Economic Outlook in 2020,"JANUARY 8, 2020"
"Ethiopia to Set Minimum Foreign Investment at $ 200,000","JANUARY 1, 2020"
Govt incurs huge revenue losses after shutdown of Kenyan betting sites,"APRIL 1, 2020"
Kenyan Market Decade Analysis,"JANUARY 1, 2020"
Barclays Futures Begin Trading at The Nairobi Derivatives Market,"DECEMBER 24, 2019"
Multichoice Kenya Names Nancy Matimu as the First Female CEO,"DECEMBER 23, 2019"
Banks main drivers of activity at NSE,"DECEMBER 20, 2019"
NSE Turnover Down as Banks Dominate Activity,"DECEMBER 19, 2019"
Kenya’s Digital Startup Mpost Raises $1.9m From Investors,"DECEMBER 18, 2019"
Tanzania Mpesa Accounts to Receive Funds via WorldRemit,"DECEMBER 18, 2019"
Gina Din Group Sold to Edelman Kenya,"DECEMBER 17, 2019"
Competition Authority Okays Airtel-Telkom Merger,"DECEMBER 14, 2019"
Banking Stocks Dominate Trading at NSE,"DECEMBER 11, 2019"
Mookh Africa Joins NSE’s Ibuka Program,"DECEMBER 9, 2019"
Airtime Leads in Tax Contributions,"DECEMBER 6, 2019"
Vodacom Tanzania Introduces Vending Machine that Accepts M-Pesa,"DECEMBER 2, 2019"
Posta Kenya Launches Digital Post Services,"DECEMBER 2, 2019"
Bank Stocks Dominate Trading Activity at the NSE,"NOVEMBER 29, 2019"
Exclusive Interview with Mojochat CEO Kamal Bhattacharya on the state of Kenya’s Tech Scene,"NOVEMBER 20, 2019"
Buzz Afrique Becomes 19th Firm to Join NSE’s Ibuka Programme,"NOVEMBER 20, 2019"
Banks’ Earning Season to Excite NSE Investors,"NOVEMBER 20, 2019"
Africa’s Top 200 Banks Assets Hit $1.74 Trillion,"NOVEMBER 12, 2019"
Tanzanian Bank CRDB Wins Overall Financial Reporting Awards,"NOVEMBER 12, 2019"
Banking Stocks dominate a subdued NSE,"NOVEMBER 11, 2019"
Banking Stocks’ Prices Slightly Decline as Investors Take Profits,"NOVEMBER 11, 2019"
Equity Turnover Dropped to KSh 30.7 Billion in Third Quarter,"NOVEMBER 6, 2019"
Airtel Africa Customer Base Increased by 10% in the First Half of 2019,"OCTOBER 28, 2019"
Weekly Market Report,"OCTOBER 28, 2019"
Proposal to Scrap Rate Cap Law Excites Kenya’s Stock Market,"OCTOBER 17, 2019"
Kenya Power Cautions Against Unlicensed Communication Networks on Electricity Poles,"OCTOBER 16, 2019"
Market Down Slightly at the Beginning of the Week,"OCTOBER 16, 2019"
#Eliud159 emoji with the new M-PESA logo garners over 11.0 Billion impressions,"OCTOBER 15, 2019"
Weekly Market Report,"OCTOBER 15, 2019"
Kenya Market Report 09/10/2019,"OCTOBER 9, 2019"
Equity Market Activity Slows Down,"OCTOBER 9, 2019"
Mpesa Among World’s Top 10 Most Influential Projects of the Last 50 Years,"OCTOBER 8, 2019"
Mobile Money Increases Financial Inclusion in East Africa,"OCTOBER 2, 2019"
Analysts Predict a Decline in M-Pesa Revenues Growth due to Exit of Betting Firms,"OCTOBER 2, 2019"
"Airtel Faces Mounting Losses in EA, Despite Growth in Uganda","SEPTEMBER 30, 2019"
Airtel-Telkom Merger Further Delayed by Anti-Corruption Watchdog,"SEPTEMBER 27, 2019"
Voice and Mobile Money Services Contribute 72% of Revenue for Kenyan Telcos,"SEPTEMBER 27, 2019"
Kenya’s Fintech space ranked most vibrant in Africa,"SEPTEMBER 25, 2019"
BAT Kenya Appoints New Shares Registrars,"SEPTEMBER 23, 2019"
"Businesses cease accepting the old 1,000 notes as demonetization deadline nears","SEPTEMBER 23, 2019"
How M-Pesa Can Power Demonetization,"SEPTEMBER 20, 2019"
How Airtel and Telkom frequent change in management and brand diluted their market in Kenya,"SEPTEMBER 12, 2019"
Why Africa’s Policy Makers Should be Worried About Virtual Platforms and Virtual Currencies,"SEPTEMBER 10, 2019"
Kenya Mortgage Refinance Company Gets Ksh 1 Billion Funding from Banks,"SEPTEMBER 6, 2019"
Voice calls decline as users opt for over the top applications,"SEPTEMBER 5, 2019"
Ethiopia’s national telco to roll out mobile money,"SEPTEMBER 3, 2019"
M-pesa plans to expand into Ethiopia and Nigeria,"SEPTEMBER 1, 2019"
Perils of digital lending,"AUGUST 29, 2019"
Eaagads AGM Set for 25th September,"AUGUST 29, 2019"
Africa’s largest bank partners with fintech company to offer financial services to SMEs,"AUGUST 28, 2019"
Airtel Kenya unveils new numbers,"AUGUST 26, 2019"
Fuliza hit Ksh 81 billion lending mark at the end of June 2019,"AUGUST 24, 2019"
Sub-Saharan Telcos need to restrategize or fall out.,"AUGUST 22, 2019"
Citi optimistic about M-Pesa growth,"AUGUST 20, 2019"
Cross-border trade can boost M-Pesa growth,"AUGUST 14, 2019"
Affordable smartphones drive digital inclusion in Africa,"AUGUST 7, 2020"
Equity Bank’s Jack Ngare moves to Microsoft,"AUGUST 7, 2019"
NSE 20 Share Index dips to a 10 year low,"AUGUST 5, 2019"
Mpesa to move beyond Kenya,"AUGUST 1, 2019"
Telkom Kenya to terminate the employment of 575 employees,"AUGUST 1, 2019"
Kenyans’ financial health declines despite easy access to money services,"JULY 30, 2019"
Capital Markets Second quarter performance.,"JULY 26, 2019"
Vodacom Tanzania launches mobile overdraft service similar to Fuliza,"JULY 19, 2019"
KSh8 trillion transacted through mobile money channels in 2018,"JULY 19, 2019"
East Africa’s First Derivatives Market Goes Live,"JULY 4, 2019"
Kenya remains East Africa’s most attractive market for PE investors – Study,"JUNE 24, 2019"
Kenya’s Derivatives Market to go live on 4th July,"JUNE 26, 2019"
Kenya Revenue Demands Over Sh 11 Billion Accrued Taxes from Betin,"JUNE 6, 2019"
The Elephant can also dance – BBK Case study,"MAY 22, 2019"
KQ Chairman Michael Joseph Seeks Another Term,"MAY 22, 2019"
KBA Launches 2019 KAA Chonjo Awareness Campaign,"MAY 3, 2019"
Kenyan Employees prefer growth and learning opportunities over salary – report,"MAY 2, 2019"
Kenya releases new mobile number prefix “01xxx”,"MAY 1, 2019"
Disagreement over Bob Collymore’s successor,"APRIL 30, 2019"
Fresh attempt to Separate Mobile Money from Telcos’ Core Businesses,"APRIL 29, 2019"
Fintech innovations lead to better financial services in Kenya – Moodys,"APRIL 22, 2019"
Telkom Kenya Appoints Steve Okeyo as MD for its Mobile Division,"APRIL 19, 2019"
Equity Bank to allocate staff additional Sh8.6Bn worth of shares in an ESOP,"APRIL 12, 2019"
How PayPal and the UK Government are nudging Kenyan Online Workers to use Bitcoin,"SEPTEMBER 29, 2020"
Banking Stocks best performers at the NSE in Q1 2019,"APRIL 3, 2019"
Why every organization is now a technology firm,"APRIL 2, 2020"
Kenyan lawmakers seek regulation of mobile-based lenders,"MARCH 8, 2019"
"Citi optimistic about Kenya’s 2019 growth, says Shilling is overvalued","MARCH 6, 2019"
Pesapal Goes Mobile with New Payments App,"MARCH 6, 2019"
Kenya’s mobile industry rated 2nd most improved in Sub-Saharan Africa,"MARCH 5, 2019"
NSSF Partners with M-PESA in Cashless Drive,"MARCH 4, 2019"
Fuliza﻿ will have beneficial impact on Mpesa – Analysts,"MARCH 4, 2019"
Improved internet infrastructure in rural areas to generate economic benefits,"MARCH 1, 2019"
Little Cab to Expand to Tanzania and Ghana,"FEBRUARY 25, 2019"
"BRCK Buys Out Kenya’s Second Largest WiFi Provider, Surf","FEBRUARY 19, 2019"
"SEACOM Appoints Tony Tugee as its Managing Director for Eastern,Northern and East Africa","FEBRUARY 13, 2019"
"As Little Shuttle Increases its Fleet, other Firms are Joining the Bus-Sharing Market","FEBRUARY 11, 2019"
Telkom- Airtel Joint Venture to Offer Enhanced Market Competition – Citi,"FEBRUARY 11, 2019"
Airtel and Telkom Announce Merger Plans,"FEBRUARY 11, 2019"
Kenol Kobil Was The Most Liquid Company at the NSE in 2018,"FEBRUARY 7, 2019"
M-Pesa Global Nominated for Global Mobile Awards 2019,"JANUARY 28, 2019"
Kenya Suspends Shares Buy-back Regulation,"JANUARY 23, 2019"
M-Tiba Receives $1.5Mn Funding to Expand its Healthcare Services,"JANUARY 23, 2019"
Telkom Kenya To Invest in Network Coverage Expansion and Capacity,"JANUARY 17, 2019"
Perfomance at the NSE Unchanged after the Attack,"JANUARY 18, 2019"
How is Fuliza different from Mshwari and KCB – Mpesa?,"JANUARY 15, 2019"
Unconfirmed: Airtel in talks to Aquire Telkom Kenya,"JANUARY 15, 2019"
Fuliza M-Pesa: How it Works,"JANUARY 11, 2019"
Kenya Most Preferred Country in the Frontier Markets Stocks Bet in 2019 – CITI,"OCTOBER 8, 2019"
Kenya’s Mobile Phone Penetration Surpasses 100% Mark,"DECEMBER 29, 2018"
Carrefour to Sell Groceries through Jumia,"NOVEMBER 28, 2018"
Cellulant Partners with Stanbic Bank to Offer Musicians Loan,"NOVEMBER 27, 2018"
Branch Seeks KES 500M To Become A Fully Fledged Bank,"NOVEMBER 26, 2018"
Mobile Loan Market Leading Kenyans To Financial Exclusion: Survey,"NOVEMBER 20, 2018"
Kenyans Have At Least 7 Mobile Loans At Any Given Time – Report,"NOVEMBER 16, 2018"
Equity Bank Q3 Earnings Rise 8% to Sh 15.8Bn,"NOVEMBER 6, 2018"
Data Consumption in Kenya Set To Grow 41.1% By 2022,"OCTOBER 17, 2018"
NSE 20 Share Index Hits 10 Year Low!,"OCTOBER 17, 2018"
Barclays Kenya Unveils Digital Solution for SMEs under ESD Program,"OCTOBER 11, 2018"
Mobile Money Interoperability Starts This Week,"OCTOBER 3, 2018"
Vodacom Tanzania Confirms Sylvia Mulinge Denied Work Permit,"OCTOBER 1, 2018"
Kenya Tops in Mobile Money Penetration Globally,"SEPTEMBER 25, 2018"
Regulator Gives Telcos 7 Days To Switch Off Unregistered Sim cards,"SEPTEMBER 20, 2018"
Kenyans Stare at a Possible Increase on Money Transfers to 20%,"OCTOBER 17, 2018"
"Vodacom Tanzania Appoints New Acting MD, Sylvia Mulinge Denied Work Permit","SEPTEMBER 11, 2018"
Kenya Communications Regulator Unveils System to Measure Quality of Services,"SEPTEMBER 5, 2018"
20 new UK businesses to set up shop in Kenya,"SEPTEMBER 4, 2018"
StanChart eyes Ethiopian Market,"SEPTEMBER 3, 2018"
"Guest Post; Why Kenyan Banks, Fintechs & Telcos Want to Digitize Chamas, But Cant Figure Out How","AUGUST 27, 2018"
"Airtel Kenya Calls for Regulation of Telco Sector, Claims it will Boost Competition","AUGUST 16, 2018"
Vietnam’s largest telco Contemplating Entering Ethiopian Market,"AUGUST 1, 2018"
Unbanking with Loop: The App that Offers Kenyans Hassle-Free Mobile Loans of Up to Sh 3M,"JULY 30, 2018"
Competition from Other Sectors Contributing to Low Uptake of Markets Products – CMA,"JULY 30, 2018"
Microsoft IoT and AI popup labs improve performance of businesses in Kenya,"JULY 27, 2018"
Q2 Mobile Money Transaction Value Hits Sh1.76tn – CA Report,"JULY 20, 2018"
Interview: mSurvey Leverages on Mobile Phone Penetration in Africa to Help Companies Improve Consumer Experience,"JULY 20, 2018"
"How The Chinese, Opera Browser & A Bitcoin Mining Company Are About To Change African Payments","SEPTEMBER 29, 2020"
Negatives of Analysis Mason’s Report,"JULY 9, 2018"
Kenyans to Pay More for Mobile Money Transactions with New M-Pesa Charges,"JULY 5, 2018"
Airtel Kenya abruptly ditches merger plan with Telkom Kenya,"JUNE 20, 2018"
Little Secures Sh300m from Indian Fintech Firm Through 10% Stake Sale,"JUNE 5, 2018"
Little Ride Set to Launch in Uganda & Eventually Nigeria,"MAY 16, 2018"
Mobile Commerce Transactions in Kenya Pass the Sh1tn Mark,"MAY 16, 2018"
Market Capitalisation Increases 55.62% in Q1 2018- CMA Report,"MAY 11, 2018"
Blow to Investors as Centum Issues Profit Warning!!,"MAY 11, 2018"
KBA Launches the Annual Kaa Chonjo Awareness Campaign to Boost Security of Payment Platforms,"MAY 8, 2018"
M-Pesa & PayPal Partnership Opportunities for Kenyan Businesses & Individuals,"MAY 7, 2018"
mSurvey Obtains $3.5m Series A Investment to Fund Pan-African Expansion,"APRIL 23, 2018"
M-Pesa Awarded GSMA Mobile Money Certification,"APRIL 12, 2018"
Joshua Oigara reappointed as KCB Group CEO for 4 years,"APRIL 11, 2018"
10 Simple Ways to Build Wealth,"MARCH 29, 2018"
Telkom Kenya receives CBK Approval to provide mobile money services,"MARCH 20, 2018"
Barclays Kenya Ventures into the Micro-Lending space with Timiza offering,"MARCH 18, 2018"
"M-Kopa Solar fires 18% of its staff including 78 developers, outsources work to a foreign company","MARCH 13, 2018"
EAVCA Report Indicates Positive Growth in East Africa’s FinTech Sector,"MARCH 9, 2018"
Proposed competition remedies are anti-customer & will stifle innovation,"MARCH 8, 2018"
"Joshua Oigara; For KQ, Every Cloud has a Silver Lining","MARCH 7, 2018"
A Brief Look into Kenya’s Telecom Competition Market Study Report,"MARCH 5, 2018"
Kenya Govt unveils 11 Member Blockchain & AI Taskforce headed by Bitange Ndemo,"FEBRUARY 28, 2018"
You can now Purchase Apps from Google Play Store & pay using M-Pesa,"FEBRUARY 22, 2018"
Weekly Market Commentary,"FEBRUARY 18, 2018"
Coop Bank emerges overall winner of Catalyst Awards,"FEBRUARY 7, 2018"
Mondo Ride raises $2M for expansion into Kampala & Dar,"FEBRUARY 6, 2018"
Weekly Market Commentary,"FEBRUARY 5, 2018"
New Global Commission to Examine How Emerging Technologies Can Benefit the Poorest,"JANUARY 26, 2018"
"New E-Commerce Platform Launches in Kenya, promises 24 Hour delivery to online shoppers","JANUARY 17, 2018"
Weekly Market Commentary,"JANUARY 14, 2018"
Regulator Fines Kenyan Telcos Over Ksh. 300M for Poor Quality Services,"JANUARY 12, 2018"
Weekly Market Commentary,"DECEMBER 17, 2017"
"Airtel to Sell Kenya, Rwanda & Tanzania Units Citing Sustained Losses","DECEMBER 11, 2017"
Weekly Market Report (4th-8th Dec),"DECEMBER 11, 2017"
"M-Shwari Hits 21 Million users, Lowers interest rates for customers with good credit History","DECEMBER 7, 2017"
"Jamii Telecom to Launch Faiba Mobile, its Data Focused Mobile Network","DECEMBER 3, 2017"
Delivery Start Up Sendy raises $3 Million Funding,"DECEMBER 1, 2017"
Bitcoin Case at Kenya’s Milimani Law Courts Sets Precedence,"JUNE 30, 2020"
Weekly Market Commentary,"NOVEMBER 20, 2017"
Weekly Market Commentary,"NOVEMBER 12, 2017"
Weekly Market Commentary,"NOVEMBER 5, 2017"
Bob Collymore Takes Sick leave for unknown no. of months,"OCTOBER 31, 2017"
Weekly Market Commentary,"OCTOBER 30, 2017"
Will the NSE 20 Recover?,"OCTOBER 30, 2017"
Weekly Market Commentary,"OCTOBER 22, 2017"
Weekly Market Analysis,"OCTOBER 15, 2017"
Weekly Market Analysis,"OCTOBER 9, 2017"
Weekly Market Commentary,"OCTOBER 1, 2017"
Weekly Market Commentary,"SEPTEMBER 18, 2017"
Weekly Market Commentary,"SEPTEMBER 11, 2017"
Tony Tugee appointed to head SEACOM Business in Kenya,"SEPTEMBER 11, 2017"
How to Squeeze Every Penny out of Lenders,"SEPTEMBER 7, 2017"
Weekly Market Commentary,"SEPTEMBER 4, 2017"
Weekly Market Commentary,"AUGUST 28, 2017"
Weekly Market Analysis,"AUGUST 20, 2017"
