News,Date
Kenya Shilling Hits a Low of 108.55 Against the US Dollar,"AUGUST 21, 2020"
NSE Turnover Rises to KSh 386.66 Million,"AUGUST 19, 2020"
Kakuzi’s Half Year Earnings up by 11% Driven By Lower Taxes,"AUGUST 19, 2020"
Mercer’s Survey – Sub-Saharan Africa Companies Show Better Gender Parity,"AUGUST 22, 2020"
Tower Company IHS Plans Africa’s Biggest IPO in U.S Listing,"AUGUST 19, 2020"
"Rebecca Miano, James Mwangi, & Lee Kinyanjui Named Winners of the African Business Leadership Awards 2020","AUGUST 18, 2020"
NSE Turnover Declines to KSh 266 Million,"AUGUST 19, 2020"
Kenya Stock Market Weekly Turnover drops to KSh 1.7 Billion,"AUGUST 19, 2020"
Turnover at NSE Slides to KSh 198.2 Million.,"AUGUST 13, 2020"
NSE Turnover Declines to KSh 266 Million,"AUGUST 13, 2020"
DTB & IFC Partner to Offer KSh 5.4Billion Loan to SMEs,"AUGUST 12, 2020"
Airbnb Set to File for an IPO this August,"AUGUST 12, 2020"
Low-Income Kenyans to Get Mortgages at 7% from September,"AUGUST 12, 2020"
NSE Turnover Declines to KSh 356 Million,"AUGUST 11, 2020"
Foreign ICT Companies to Have 30% Local Shareholding under New Law,"AUGUST 11, 2020"
"KBA, FSD Kenya Partner to Promote Financial Inclusion for PWDs","AUGUST 11, 2020"
CIC Group Suffers KSh 335.5 Million Half-Year Net Loss,"AUGUST 11, 2020"
Kenya Re Half-Year Net Profit Rises to KSh 1.6 Billion,"AUGUST 7, 2020"
Kenya Stock Market Investors hedge on Gold ETF as panic hits Equities,"AUGUST 6, 2020"
NSE Turnover Declines by 69% to KSh 211.9 Million,"AUGUST 6, 2020"
Kenya Power’s Debt Relief Plan,"AUGUST 6, 2020"
"Pesalink Appoints Jack Ngare, 3 Others to their Board","AUGUST 5, 2020"
Kenya’s Benchmark Stock Market Index Hits 17 Year Low,"AUGUST 3, 2020"
Naivas Receives KSh 6 Billion From Sale of 30% Stake,"AUGUST 3, 2020"
NSE Turnover Rises to KSh 427 Million,"JULY 31, 2020"
Stanbic Named Kenya’s Best Investment Bank by EuroMoney Awards,"JULY 29, 2020"
NSE Turnover Declines 38% to KSh 327 Million,"JULY 28, 2020"
MTN Uganda to Sell 20% Stake to East Africans,"JULY 27, 2020"
Kenya’s Stock Market Among World’s Worst Performers in Dollar Terms,"JULY 27, 2020"
East African Cables Posts KSh630.9 Million in Net Earnings,"JULY 26, 2020"
Global Markets Weekly Report,"JULY 25, 2020"
How to Identify Cryptocurrency Scams,"JULY 24, 2020"
NSE Turnover Dips 58% to KSh 446 Million,"JULY 23, 2020"
USAID & Vital Capital Partner to Finance Agribusiness in Kenya,"JULY 23, 2020"
NSE Turnover Surpasses KSh 1 Billion,"JULY 22, 2020"
Moody’s Affirms Afreximbank’s Baa1 Rating,"JULY 21, 2020"
NSE Turnover Rises Slightly to KSh 548 Million,"JULY 20, 2020"
Kenyan Pension Schemes Record Reduced Savings,"JULY 18, 2020"
Kenya’s Komaza Secures $28M in Series B Funding,"JULY 17, 2020"
NSE Market Turnover Rises to KSh 924 Million,"JULY 16, 2020"
NSE Stock Hits All Time Low,"JULY 15, 2020"
Google To Invest $10 Billion in India’s Economy,"JULY 15, 2020"
Kiprono Kittony Appointed as NSE Board Chair,"JULY 14, 2020"
CDC Invests $100m in Helios Investors IV,"JULY 14, 2020"
Tatu City & Cold Solutions Ink KSh7.5 Billion Investment Deal,"JULY 13, 2020"
NSE Plc Pays KSh 0.08 Final Dividend to Shareholders,"JULY 10, 2020"
Safaricom Loses Petition to Limit Free Mobile Money Transactions,"JULY 8, 2020"
Market Turnover Rises to KSh 553.5 Million,"JULY 6, 2020"
NSE Turnover Declines 47% to KSh 151 Million,"JULY 4, 2020"
LeapFrog Africa to Acquire 24% Stake in ICEA Lion,"JULY 2, 2020"
Market Turnover Rises 34% to KSh 480 Million,"JULY 2, 2020"
"IFC, Shelter Afrique, Join Kenya Mortgage Refinance Company Board","JULY 2, 2020"
Jubilee Holdings Buys a KSh4.2B Stake in Bujagali Energy,"JUNE 30, 2020"
Norwegian Air Cancels 97 Boeing Max & Dreamliner Orders,"JUNE 30, 2020"
ABSA to Offer Mortgage Facility to Tatu Home Owners,"JUNE 29, 2020"
NSE Turnover Declines 28% to KSh 253 Million,"JUNE 29, 2020"
Stock Market Weekly Market Report,"JUNE 27, 2020"
Daily Markets Report,"JUNE 25, 2020"
Kenya Shilling Holds Steady against Major Currencies,"JUNE 21, 2020"
NSE Turnover Rises 83% to KSh936 Million,"JUNE 20, 2020"
"Kenyan Legislators Reject Pension Tax, Scrap Excise Duty on Betting","JUNE 20, 2020"
CMA Warns About Dominant Firms at The NSE,"JUNE 19, 2020"
Value of Trades at NSE Slides to KSh 414 Million,"JUNE 18, 2020"
NSE to Hold Virtual AGM in July,"JUNE 18, 2020"
Pensions and Retirement Benefits under Siege in Proposed New Laws,"JUNE 17, 2020"
NSE Market Turnover Falls 46.6% to KSh 473 Million,"JUNE 17, 2020"
NSE Turnover Slides to KSh 888.3 Million,"JUNE 16, 2020"
Credit Bank Names Jack Ngare as Non-Executive Director,"JUNE 15, 2020"
Centum Group Profit Grows to KSh7.38 Billion,"JUNE 14, 2020"
NSE Market Turnover Dips by 50%,"JUNE 13, 2020"
Turnover at NSE Rises 46.7% to KSh716 Million,"JUNE 11, 2020"
Nation Media Stock Hits All Time Low,"JUNE 10, 2020"
Austrian Airlines Gets $675 Million Bailout,"JUNE 9, 2020"
South African Firm Crosslists on Rwandan Bourse,"JUNE 4, 2020"
NTSA Seeks to Introduce Cashless Payments in Matatus,"JUNE 3, 2020"
Uganda’s Eversend Raises $739k in Crowdfunding Campaign,"JUNE 3, 2020"
Access Bank Injects $9 Million in Rwandan Subsidiary,"JUNE 2, 2020"
NSE Turnover Declines 20% to KSh 392 Million,"MAY 29, 2020"
Mastercard Foundation Appoints Zein M. Abdalla as Board Chair,"JUNE 29, 2020"
Market Turnover at NSE Declines 17% to KSh 490.7 Million,"MAY 28, 2020"
TPS Serena 2019 Net Profit Jumps to KSh 181.7 Million,"MAY 27, 2020"
IMF Urges Banks Worldwide to Halt Dividend Payouts,"MAY 28, 2020"
Kenyan eHealth Startup Access Afya Raises Ksh9.5M from MIT Solve,"MAY 26, 2020"
Turnover at NSE Hits 635.1 Million,"MAY 24, 2020"
KCB to Pay KSh3.2B for Imperial Bank Assets and Liabilities,"MAY 23, 2020"
Diamond Trust Bank Q1 Profit Jumps 4% to KSh1.9 Billion,"MAY 22, 2020"
Victoria’s Secret Closes 250 Stores in the US & Canada,"MAY 21, 2020"
Co-op Bank Group Net Earnings Flat at KSh 3.6 Billion,"MAY 21, 2020"
Safaricom Biggest Mover as Market Turnover Declined to KSh 264 Million,"MAY 21, 2020"
South Africa Dominates List of Largest Companies in Africa,"MAY 21, 2020"
NSE Turnover Rises to KSh584 Million,"MAY 20, 2020"
Safaricom Ranked East Africa’s Most Valuable Firm,"MAY 19, 2020"
Trading Activity at NSE Moves Up,"MAY 16, 2020"
Moody’s Issues Negative Rating to Kenya’s Top Three Banks,"MAY 16, 2020"
Abraaj Kenya Advisers Dissolved,"MAY 15, 2020"
Banks Dominate as Turnover at NSE Slides to KSh 439 Million,"MAY 15, 2020"
NSE Turnover Drops to KSh 630 Million,"MAY 14, 2020"
Safaricom Pushes Turnover at NSE to KSh 1.6 Billion,"MAY 13, 2020"
4G Capital Introduces Micro Health Insurance,"MAY 9, 2020"
"Volume, turnover and deals decline as NSE closes the week","MAY 8, 2020"
Investment trends & opportunities that could emerge from COVID-19,"MAY 12, 2020"
NSE Market Report 07/05/2020,"MAY 8, 2020"
Proposal to freeze interest on Kenya Govt paper draws wrath of Insurers Lobby Group,"MAY 7, 2020"
East Africa Fruits Raises $2.05 Million Series A Funding,"MAY 7, 2020"
Kenya to Apply 1.5% Tax on Digital Transactions,"MAY 6, 2020"
Economic and Fundamental Developments 05-05-2020,"MAY 5, 2020"
PE firm makes additional investment in Moringa School,"MAY 5, 2020"
South Africa Hints at New National Airline,"MAY 4, 2020"
Banks Dominate Trading Activity at NSE,"MAY 4, 2020"
Islamic Finance Episode 2: Common Misconceptions About Islamic Finance,"MAY 2, 2020"
Lufthansa to Get a $10.8 Billion Bailout from Germany,"APRIL 29, 2020"
Foreign investors take out KSh 11.7 billion from NSE in Q1 2020,"APRIL 29, 2020"
"African startups raise $350 Million in Q1, 2020","APRIL 26, 2020"
Rise in Claims Slows Down Mayfair Insurance Earnings,"APRIL 24, 2020"
US Markets Close Higher,"APRIL 23, 2020"
Sub-Sahara Africa Q1 Mergers & Acquisitions Hit $4.8 Billion,"APRIL 21, 2020"
CMA Issues Advisory Against Unlicensed Funds,"APRIL 20, 2020"
Women-Focused Fund Secures $75 Million Investment,"APRIL 20, 2020"
"Safaricom, Banks dominate activity at NSE","APRIL 18, 2020"
Co-op Share Up 6.4% After Dividend Announcement,"APRIL 16, 2020"
AFC Commits $1.3 Million to Nigeria for COVID-19,"APRIL 2, 2020"
Moody’s Raises Concerns Over Kenyan Banks’ Ability to Weather Covid-19 Crisis,"APRIL 3, 2020"
M-PESA Commands 99.6 Percent of Value of Mobile Money Deposits,"APRIL 2, 2020"
Kenya Passes New Law To Protect Minority Shareholders From Hostile Takeover,"MARCH 30, 2020"
I&M Holdings Records KSh 10.8 billion Net Profit,"MARCH 27, 2020"
NCBA Group Net Earnings Rise to KSh 7.8 Billion,"MARCH 25, 2020"
Depressed Activity at NSE Continues,"MARCH 25, 2020"
Kenya Stock Market Key Index Dips Below 2000 Points,"MARCH 23, 2020"
NSE Issues New Initial Margin Requirements,"MARCH 20, 2020"
EABL to Acquire 30% Stake in Serengeti Breweries,"MARCH 20, 2020"
AfricInvest Acquires Stake in I&M Bank Rwanda,"MARCH 19, 2020"
NSE Turnover on Tuesday Fell by 73%,"MARCH 18, 2020"
NSE Opens Remote Access to Its Platforms,"MARCH 16, 2020"
Kenyan Stocks Plunge on Corona Virus Announcement,"MARCH 13, 2020"
NSE Remains Volatile as Investors Eye Banks’ Earnings,"MARCH 10, 2020"
AfDB Appoints Dr. Kevin Kariuki to Senior Role,"MARCH 9, 2020"
What is on the Coronavirus Cards for Global Markets?,"MARCH 4, 2020"
Competition Authority Okays Naivas Sale of 30% Stake to French PE Firm,"FEBRUARY 28, 2020"
Majority of Kenyan Banks Now Offer Mobile Banking – Survey,"FEBRUARY 27, 2020"
"South African Fintech, Jumo, Raises $55 Million Funding Led by Goldman Sachs","FEBRUARY 27, 2020"
Helios Invests KSh10 Billion in Acorn Holdings,"FEBRUARY 27, 2020"
A slump in activity persists at NSE,"FEBRUARY 25, 2020"
Investing In Stocks: The Power of Visionary Leadership,"FEBRUARY 25, 2020"
Kenyan AgriTech Startups Secure KSh85.6 Million in Funding,"FEBRUARY 17, 2020"
European & Asian Markets End Week in Dismal Performance,"FEBRUARY 14, 2020"
US Stocks Rally Continues as Coronavirus Cases Decline,"FEBRUARY 13, 2020"
PE Firm Takes over Operations at Nairobi Women’s Hospital,"FEBRUARY 11, 2020"
Kenya’s Stock Market Activity Up Ahead of Earnings Season,"FEBRUARY 10, 2020"
CMA Upgrades Surveillance System,"FEBRUARY 9, 2020"
The Evolution and Future of East Africa’s Transport & Logistics Industry,"MARCH 30, 2020"
Wapi Pay Raises Capital via Future Hub,"FEBRUARY 5, 2020"
IFC-Backed HHL Buys Controlling Stake in AAR Healthcare,"FEBRUARY 5, 2020"
EABL Raises Stake in Serengeti to 75%,"FEBRUARY 4, 2020"
Construction Of a Multi-Million Milk Cooling Plant Begins,"FEBRUARY 4, 2020"
CMA Tightens Surveillance on Unit Trusts,"FEBRUARY 3, 2020"
EFG Hermes Successfully Concludes Advisory to Pakistan’s UBL on the Sale of its Tanzanian Subsidiary,"FEBRUARY 3, 2020"
"How WorldRemit Grew From Seed Capital of £200,000 to a Leading Global Brand in Just 10 years","FEBRUARY 2, 2020"
EABL HY Profits up 9% to Hit KSh7.2 Billion,"JANUARY 31, 2020"
Equitel Dropped from Mobile Money Category,"JANUARY 30, 2020"
NCBA Investment Arm Sees Banking Stocks Dominate Activity at NSE,"JANUARY 27, 2020"
LSE Celebrates UK-Africa Investment Summit,"JANUARY 24, 2020"
Fanisi Capital and Ascent Capital to Merge,"JANUARY 22, 2020"
Banks Submit Bids to Arrange KSh 150 Billion Kenya Roads Bond,"JANUARY 22, 2020"
Nigeria Removes VAT on Food,"JANUARY 21, 2020"
Barclays is Finalizing Projects Ahead of the Transition Deadline in June,"JANUARY 21, 2020"
Naivas Sells 30% Stake to French PE Firm,"JANUARY 20, 2020"
EABL Relief as Government Grants Tax Exemption on Select Beer,"JANUARY 17, 2020"
US-China trade deal drives global stocks to record highs,"JANUARY 17, 2020"
Private Sector Credit Growth Accelerates to 7.3% in November,"JANUARY 16, 2020"
SAA Yet to Receive Funding from Government,"JANUARY 16, 2020"
Prospects of US-China trade deal lifts up Global Stocks,"JANUARY 14, 2020"
Unlocking the Potential of your Card,"JANUARY 16, 2020"
KQ Set to Receive Cash Boost from the Government,"JANUARY 14, 2020"
Activity ups at NSE as holiday season ends,"JANUARY 11, 2020"
Former NSE CEO Mwebesa Appointed CDSC CEO,"JANUARY 9, 2020"
NSE Turnover Triples to KSh 640 Million,"JANUARY 7, 2020"
Curtain Comes Down on Iconic Nakumatt,"JANUARY 7, 2020"
Banking Stocks Boost Trading at NSE,"JANUARY 7, 2020"
MTN to Sell Uganda and Ghana Tower Business Amid Asset Disposal Plan,"JANUARY 7, 2020"
Kenya’s Economic Outlook in 2020,"JANUARY 8, 2020"
2019 in Review: 17 Companies Issued Profit Warnings,"DECEMBER 30, 2019"
Barclays Futures Begin Trading at The Nairobi Derivatives Market,"DECEMBER 24, 2019"
GDC Initializes Partial Risk Guarantee with AfDB,"DECEMBER 23, 2019"
Banks main drivers of activity at NSE,"DECEMBER 20, 2019"
NSE Turnover Down as Banks Dominate Activity,"DECEMBER 19, 2019"
KenGen MD Rebecca Miano Listed on Top 100 Women CEOs in Africa,"DECEMBER 17, 2019"
Safaricom Shares Boost Activity at the NSE,"DECEMBER 18, 2019"
Short Trading Week Hurts NSE,"DECEMBER 15, 2019"
Banking Stocks Dominate Trading at NSE,"DECEMBER 11, 2019"
Kenya Leads East Africa in Corporate Deals,"DECEMBER 10, 2019"
SAA to Receive $272 Million Bailout,"DECEMBER 6, 2019"
"Dubai-based Fund Manager, Abraaj, exits Kenya","DECEMBER 4, 2019"
East Africa’s Top PE Firms & Venture Capitalists Feted in Gala,"DECEMBER 3, 2019"
Kenya Shilling Weakens Amid Rise in Dollar Demand,"DECEMBER 2, 2019"
Mali and Ghana to Establish a Startup Act,"DECEMBER 2, 2019"
Kenya’s Banking Industry Earns Favourable Rating,"NOVEMBER 29, 2019"
Bank Stocks Dominate Trading Activity at the NSE,"NOVEMBER 29, 2019"
Centum Half Year Net Profit up 226% to KSh6.8bn,"NOVEMBER 29, 2019"
IFC Launches a $115 million Health Care Firm Targeting East and Southern Africa,"NOVEMBER 28, 2019"
African VC Eyes $60m for Women-Led Startups,"NOVEMBER 27, 2019"
German Development Bank Partners with Allianz Global to Offer $188 Million for African Ventures,"NOVEMBER 25, 2019"
South-East Asia Payments Platform 2C2P Raises $52 Million in Funding,"NOVEMBER 25, 2019"
Indian Fintech Firm Paytm Raises $1 Billion in Series G Funding,"NOVEMBER 25, 2019"
Banks’ Bad Debts Double in Three Years,"NOVEMBER 25, 2019"
Non-Funded Income Drives Banks’ Q3 Profits,"NOVEMBER 25, 2019"
Safaricom Partners with KBL to Connect Coolers Using IoT Tech,"NOVEMBER 23, 2019"
DTB Partners with Simba Corporation to Fund SMEs,"NOVEMBER 22, 2019"
Air Botswana to Lay Off More Than Half of its Staff,"NOVEMBER 20, 2019"
Vivo Energy Appoints Peter Murungi as Managing Director,"NOVEMBER 19, 2019"
South African Airways Resumes Flights to Six Destinations,"NOVEMBER 19, 2019"
Household items top list of security for Bank loans,"NOVEMBER 20, 2019"
Weekly Market Report,"NOVEMBER 20, 2019"
CBK Governor Calls for Sustainable Finance,"NOVEMBER 16, 2019"
European Investment Bank Stops Funding Fossil Fuel Projects,"NOVEMBER 15, 2019"
CDC Group Appoints New Heads For Nairobi and Lagos Offices,"NOVEMBER 15, 2019"
KCB Group Plc Tops the Banking Sector with KSh 19.2 Billion Net Profit,"NOVEMBER 21, 2019"
Banks’ Earning Season to Excite NSE Investors,"NOVEMBER 20, 2019"
Africa’s Top 200 Banks Assets Hit $1.74 Trillion,"NOVEMBER 12, 2019"
Tanzanian Bank CRDB Wins Overall Financial Reporting Awards,"NOVEMBER 12, 2019"
Banking Stocks dominate a subdued NSE,"NOVEMBER 11, 2019"
Banking Stocks’ Prices Slightly Decline as Investors Take Profits,"NOVEMBER 11, 2019"
Housing: Mortgage vs Renting,"DECEMBER 30, 2020"
Kenyan Banks Ease Credit Access to SMEs,"NOVEMBER 7, 2019"
Rate Cap Removal To Benefit Kenya’s Banking Sector – Renaissance Capital,"NOVEMBER 1, 2019"
Olympia Capital Reports a 10% Decline in Profits,"OCTOBER 31, 2019"
Dutch Investor Buys Stake in Moringa School,"OCTOBER 30, 2019"
Carbacid Earnings Fall to KSh 264 Million,"OCTOBER 29, 2019"
Nigeria’s Access Bank to Acquire Transnational Bank of Kenya,"OCTOBER 28, 2019"
Twiga Foods to Expand into West Africa as Goldman Sachs Joins Board,"OCTOBER 28, 2019"
Kenya Stock Market New Trading System Suffers Teething Problems,"OCTOBER 28, 2019"
Weekly Market Report,"OCTOBER 28, 2019"
Anti Corruption Body Approves Telkom – Airtel Merger,"OCTOBER 22, 2019"
Kenyan Market Weekly Update,"OCTOBER 21, 2019"
South African Firm Launches Programme for Female Fund Managers,"OCTOBER 18, 2019"
The European Investment Bank SME Forum to be Held in Nairobi,"OCTOBER 18, 2019"
Proposal to Scrap Rate Cap Law Excites Kenya’s Stock Market,"OCTOBER 17, 2019"
Kenya’s Pension Industry Assets Remain Unchanged,"OCTOBER 17, 2019"
"EAVCA, FSD-Africa, and IFC Launch an Investment Guide for Pension Schemes","OCTOBER 17, 2019"
Kenya Market Report 09/10/2019,"OCTOBER 9, 2019"
Ethiopian Airlines shows interest in buying South African Airways,"OCTOBER 8, 2019"
"Weekly Market Review; Shilling stable, NSE activity ups as demonetization closes","OCTOBER 5, 2019"
NCBA Unveils a New Logo After NIC-CBA Merger,"OCTOBER 4, 2019"
PayPal Acquires China’s Tech Company GoPay,"OCTOBER 2, 2019"
Delivery Firm Glovo Expands to Mombasa,"OCTOBER 1, 2019"
"Motor, medical insurance biggest loss-makers, says Deloitte report","OCTOBER 1, 2019"
Airtel-Telkom Merger Further Delayed by Anti-Corruption Watchdog,"SEPTEMBER 27, 2019"
Airbnb employees frustrated over the company’s decision not to go public,"SEPTEMBER 25, 2019"
EABL investors approve KSh36 million directors’ fee,"SEPTEMBER 25, 2019"
Three Kenyan banks fined by Tanzania Regulator for breaching anti-money laundering regulations,"SEPTEMBER 24, 2019"
PE Firm Actis seeks Approval from Comesa to take over Abraaj Funds,"SEPTEMBER 20, 2019"
Barclays Kenya Rebrand to Absa Gains Momentum,"SEPTEMBER 12, 2019"
Law firm Bowmans expands into Mauritius and Ethiopia,"SEPTEMBER 9, 2019"
Lessons for Kenya from JSE’s Derivatives Market,"SEPTEMBER 9, 2019"
Safaricom Investment Co-operative Unveils The Zaria Village,"SEPTEMBER 6, 2019"
NBK acquisition will weaken KCB Group’s financials in the short term – Moody’s,"SEPTEMBER 5, 2019"
Credit Bank Receives Kshs 1Billion from Oikocredit,"SEPTEMBER 3, 2019"
Inflation and CPI declines in August,"SEPTEMBER 2, 2019"
KQ kickstarts search for new CEO,"AUGUST 30, 2019"
"Digitization to drive private business growth in Africa, are businesses ready?","AUGUST 29, 2019"
NSE posts 82% drop in mid-year profits to KSh 24 million,"AUGUST 29, 2019"
EACC investigations may drag Airtel-Telkom union,"AUGUST 27, 2019"
Kenya Airways half-year losses widen to KSh8.5 billion,"AUGUST 28, 2019"
G7 leaders award $251 million to African women’s initiative,"AUGUST 28, 2019"
KRA improves Capital Gains Tax collection,"AUGUST 27, 2019"
A slowdown in international markets drags Kenya’s equities market,"AUGUST 26, 2019"
GT Bank eyeing expansion in East Africa.,"AUGUST 22, 2019"
"Turkana’s Early Oil Production Scheme has been successful, what’s next?","AUGUST 21, 2019"
Digitization is shrinking jobs in Kenya’s banking sector.,"AUGUST 19, 2019"
Transsion teams up with Wapi Capital to fund African Startups,"AUGUST 16, 2019"
Saccos embrace digital lending,"AUGUST 15, 2019"
Scan Group’s half year profits increase by 27 percent,"AUGUST 8, 2019"
CMA’s Second quarter regional performance,"AUGUST 7, 2019"
Home Afrika Appoints Luke Kinoti as Non-Executive Director.,"AUGUST 8, 2019"
Nasdaq enters into sports betting business,"AUGUST 5, 2019"
EABL to lay off 100 staff in a restructuring plan,"AUGUST 1, 2019"
Former ARM CEO challenges the sale Kenyan operations,"JULY 30, 2019"
Capital Markets Second quarter performance.,"JULY 26, 2019"
Express Kenya CEO exempted from takeover law,"JULY 18, 2019"
Britam appoints AfricInvest to its board,"JULY 8, 2019"
East Africa’s First Derivatives Market Goes Live,"JULY 4, 2019"
P2P Lending Startup Pezesha wins Seedstars Kenya Competition,"JULY 3, 2019"
Local Banks partner with the MasterCard Foundation to empower youth,"JUNE 25, 2019"
Kenya remains East Africa’s most attractive market for PE investors – Study,"JUNE 24, 2019"
Kenya and other frontier markets book flat performance in June,"JUNE 24, 2019"
East Africa registers Eight corporate deals worth $80.2 million in May,"JUNE 18, 2019"
Kenya’s Derivatives Market to go live on 4th July,"JUNE 26, 2019"
French entrepreneurial family acquires Sh 500M Stake in Twiga Foods,"JUNE 12, 2019"
"Centum to Sell its Stake in Almasi Beverages & Nairobi Bottlers For Sh 19.5 Billion, Profit up 41% to 4.4B","JUNE 12, 2019"
UK Govt seeks more investment opportunities in Kenya,"JUNE 23, 2019"
Regulator approves Kenya’s stock exchange to offer derivatives,"JUNE 5, 2019"
Airtel Africa Announces Plan to List on London Stock Exchange,"MAY 29, 2019"
London Stock Exchange celebrates 66 Kenyan companies in Companies to Inspire Africa,"MAY 23, 2019"
Coca-Cola To Maintain Majority Stake In CCBA,"MAY 22, 2019"
LeapFrog raises Sh70.7 billion for investments in healthcare and financial services,"MAY 13, 2019"
Kenya Airways to be Exempted from Paying Taxes Under New proposal by parliament,"MAY 8, 2019"
Norwegian Wealth Fund gains $84 billion in three months from investing in stocks,"MAY 8, 2019"
KCB Plans to Buy Banks in Rwanda and DRC,"MAY 17, 2019"
Global startup incubator ‘Antler’ Launches in Kenya,"MAY 3, 2019"
East African Securities Regulators Advocate for a “Centre Light” Model for Regional Regulation,"MAY 1, 2019"
"Founder of Abraaj Group, Arif Naqvi, denied bail in London","APRIL 30, 2019"
AccorHotels Partnership with Katara Hospitality Targets New Hotels in African Cities,"APRIL 24, 2019"
Fanisi Capital Receives Sh108 Million from IFC,"APRIL 23, 2019"
Jimnah Mbaru sells 50 million Britam shares to Swiss Re,"APRIL 18, 2019"
Only 20% of Kenyan workers are enrolled in pension schemes,"MAY 28, 2019"
How PayPal and the UK Government are nudging Kenyan Online Workers to use Bitcoin,"SEPTEMBER 29, 2020"
Banking Stocks best performers at the NSE in Q1 2019,"APRIL 3, 2019"
Britam to acquire stake in PE Firm Tiserin Capital,"APRIL 3, 2019"
Central Bank voices concern over unregulated mobile lending,"APRIL 1, 2019"
Britam posts Sh 2.2 billion net loss,"APRIL 1, 2019"
"Ghanian Health Startup Buys Kenyan Pharmacy Chain, Haltons","MARCH 29, 2019"
Coca-Cola West Africa President Peter Njonjo takes over as Twiga Foods CEO,"MARCH 28, 2019"
Africa’s growing investments,"MARCH 25, 2019"
Why every organization is now a technology firm,"APRIL 2, 2020"
NSE Plc net profit declines by 12% to Sh 191 million,"MARCH 22, 2019"
Carbacid issues profit alert as half-year earnings drop by 36%,"MARCH 20, 2019"
Banks not well equipped to confirm procurement & payments by organisations on following due processes – James Mwangi,"MARCH 13, 2019"
"Citi optimistic about Kenya’s 2019 growth, says Shilling is overvalued","MARCH 6, 2019"
Inactive CDS Accounts to be Declared Dormant by 1 March 2019,"FEBRUARY 28, 2019"
Gov’t Contemplates Taking Full Ownership of KQ- PS Koimett,"FEBRUARY 27, 2019"
Kenyan Startups Among MEST African Challenge Finalists,"FEBRUARY 26, 2019"
Tier 3 Banks Bear the Biggest Brunt of the Interest Rates Cap Regime -SIB,"FEBRUARY 26, 2019"
Ksh10K Penalty for Housing Fund Levy Mismanagement Not a Deterrent – PwC,"FEBRUARY 19, 2019"
"Kenya Should Address Governance Principles if Nairobi International Financial Centre is to Take Shape, and Remain Sustainable – Ocorian Forum","FEBRUARY 18, 2019"
Kenya Banking Stocks Up 12.6% in 2019,"FEBRUARY 18, 2019"
APT Commodities Joins NSE’s Ibuka Incubation Programme,"FEBRUARY 15, 2019"
"KBA to Support Govt as 5 Banks, Officials, Individuals and Entities Recommended for Money Laundering Charges by ODPP","FEBRUARY 8, 2019"
Wanjiku Mugane Appointed Senior Advisor for AIIM,"FEBRUARY 7, 2019"
Kenol Kobil Was The Most Liquid Company at the NSE in 2018,"FEBRUARY 7, 2019"
Capital markets 2018 Q4 performance,"FEBRUARY 7, 2019"
CAK Okays PEs 24.2% Acquisition of Prime Bank,"FEBRUARY 6, 2019"
UNCONFIRMED: Brookside in Talks to Acquire Githunguri’s Fresha,"FEBRUARY 6, 2019"
CBA and NIC Merger a Credit Positive – Moody’s,"FEBRUARY 4, 2019"
Airtel Africa Receives $200 million from Qatar Investment Authority,"FEBRUARY 1, 2019"
Deacons CEO Blames Late Opening of Two Rivers Mall as the Genesis of its Financial Woes,"JANUARY 30, 2019"
ECP Receives a Nod to Acquire Artcaffe,"JANUARY 28, 2019"
Family Bank Charged with Ksh64.5Mn Penalty for its Role in NYS,"JANUARY 24, 2019"
Deacons EA Needs at least Ksh450Mn to Stay Afloat – Administrators,"JANUARY 23, 2019"
Kenyan startup Copia Raises $2Mn from Dutch Impact Investor,"JANUARY 23, 2019"
Britam Asset Managers Invests Ksh1.4Bn in an Energy PE Fund,"JANUARY 23, 2019"
Kenyan Bank Customers Prefer Human Tellers over Robots and Chatbots,"JANUARY 18, 2019"
Opportunity Galore for Startups to Scale Up their Growth in 2019,"JANUARY 17, 2019"
"Catalyst Principal Partners Acquires Mattress Manufacturers in Kenya, Uganda, and Malawi","JANUARY 10, 2019"
AfricInvest Increases its Britam’s Stake to 16.26%,"JANUARY 10, 2019"
Major US Financial Firms to Launch a Rival Cheaper Bourse,"JANUARY 9, 2019"
Kenya Most Preferred Country in the Frontier Markets Stocks Bet in 2019 – CITI,"OCTOBER 8, 2019"
Africa Tech Ventures Raises Ksh700M from AfDB to Invest in High Potential Startups,"JANUARY 8, 2019"
Britam’s 2018 Net Earnings to be 25 per cent Less than Ksh527M,"JANUARY 4, 2019"
US Consumer Credit Market to Increase in 2019,"JANUARY 8, 2019"
CMA Grants a Djibouti-based Salaam African Bank License to Operate an Investment Bank in Kenya,"DECEMBER 21, 2018"
Swiss Re Head of Investments Christopher Minter appointed Director at Britam,"DECEMBER 21, 2018"
"Kenya Airways, Air Austral and Air Madagascar Finalize Strategic Partnerships","DECEMBER 20, 2018"
ECP Acquires Majority Stake in Artcaffe,"DECEMBER 20, 2018"
Kipeto Energy Reaches Financial Close Following the Acquisition by Actis and the African Infrastructure Investment Managers,"DECEMBER 19, 2018"
Kuramo Capital To Buy 12% of Pezesha,"DECEMBER 4, 2018"
Centum Half Year Earnings Up 27% on PE Unit Growth,"NOVEMBER 29, 2018"
High Operational Costs To Lock Out Informal Sector From Housing Fund – PwC,"NOVEMBER 28, 2018"
